ConsumerNodeID,ResourceNodeID,ConsumerSpeciesID,ResourceSpeciesID,ConsumerSpecies.StageID,ResourceSpecies.StageID,LinkTypeID,LinkType,LinkEvidence,LinkEvidenceNotes,LinkFrequency,LinkN,DietFraction,ConsumptionRate,VectorFrom,PreyFrom
15,2,15,2,1,1,1,Predation,,,,,,,,
15,5,15,5,1,1,1,Predation,,,,,,,,
15,6,15,6,1,1,1,Predation,,,,,,,,
16,2,16,2,1,1,1,Predation,,,,,,,,
16,6,16,6,1,1,1,Predation,,,,,,,,
17,2,17,2,1,1,1,Predation,,,,,,,,
17,5,17,5,1,1,1,Predation,,,,,,,,
17,6,17,6,1,1,1,Predation,,,,,,,,
18,2,18,2,1,1,1,Predation,,,,,,,,
18,5,18,5,1,1,1,Predation,,,,,,,,
18,6,18,6,1,1,1,Predation,,,,,,,,
19,5,19,5,1,1,1,Predation,,,,,,,,
19,12,19,12,1,1,1,Predation,,,,,,,,
19,13,19,13,1,1,1,Predation,,,,,,,,
19,16,19,16,1,1,1,Predation,,,,,,,,
19,20,19,20,1,1,1,Predation,,,,,,,,
19,21,19,21,1,1,1,Predation,,,,,,,,
19,30,19,30,1,1,1,Predation,,,,,,,,
19,31,19,31,1,1,1,Predation,,,,,,,,
19,32,19,32,1,1,1,Predation,,,,,,,,
19,33,19,33,1,1,1,Predation,,,,,,,,
19,34,19,34,1,1,1,Predation,,,,,,,,
19,35,19,35,1,1,1,Predation,,,,,,,,
19,36,19,36,1,1,1,Predation,,,,,,,,
19,37,19,37,1,1,1,Predation,,,,,,,,
19,61,19,61,1,1,1,Predation,,,,,,,,
19,73,19,73,1,1,1,Predation,,,,,,,,
19,76,19,76,1,1,1,Predation,,,,,,,,
19,77,19,77,1,1,1,Predation,,,,,,,,
19,78,19,78,1,1,1,Predation,,,,,,,,
19,82,19,82,1,1,1,Predation,,,,,,,,
19,86,19,86,1,1,1,Predation,,,,,,,,
20,2,20,2,1,1,1,Predation,,,,,,,,
20,6,20,6,1,1,1,Predation,,,,,,,,
21,2,21,2,1,1,1,Predation,,,,,,,,
21,6,21,6,1,1,1,Predation,,,,,,,,
22,1,22,1,1,1,1,Predation,,,,,,,,
22,2,22,2,1,1,1,Predation,,,,,,,,
22,5,22,5,1,1,1,Predation,,,,,,,,
22,6,22,6,1,1,1,Predation,,,,,,,,
22,19,22,19,1,1,1,Predation,,,,,,,,
22,20,22,20,1,1,1,Predation,,,,,,,,
22,21,22,21,1,1,1,Predation,,,,,,,,
22,23,22,23,1,1,1,Predation,,,,,,,,
22,30,22,30,1,1,1,Predation,,,,,,,,
22,31,22,31,1,1,1,Predation,,,,,,,,
22,33,22,33,1,1,1,Predation,,,,,,,,
22,34,22,34,1,1,1,Predation,,,,,,,,
22,35,22,35,1,1,1,Predation,,,,,,,,
22,36,22,36,1,1,1,Predation,,,,,,,,
22,37,22,37,1,1,1,Predation,,,,,,,,
22,49,22,49,1,1,1,Predation,,,,,,,,
22,50,22,50,1,1,1,Predation,,,,,,,,
22,53,22,53,1,1,1,Predation,,,,,,,,
22,54,22,54,1,1,1,Predation,,,,,,,,
22,71,22,71,1,1,1,Predation,,,,,,,,
22,73,22,73,1,1,1,Predation,,,,,,,,
22,82,22,82,1,1,1,Predation,,,,,,,,
22,83,22,83,1,1,1,Predation,,,,,,,,
22,84,22,84,1,1,1,Predation,,,,,,,,
22,85,22,85,1,1,1,Predation,,,,,,,,
22,86,22,86,1,1,1,Predation,,,,,,,,
22,87,22,87,1,1,1,Predation,,,,,,,,
22,88,22,88,1,1,1,Predation,,,,,,,,
23,2,23,2,1,1,1,Predation,,,,,,,,
23,6,23,6,1,1,1,Predation,,,,,,,,
24,2,24,2,1,1,1,Predation,,,,,,,,
24,6,24,6,1,1,1,Predation,,,,,,,,
25,2,25,2,1,1,1,Predation,,,,,,,,
25,6,25,6,1,1,1,Predation,,,,,,,,
26,2,26,2,1,1,1,Predation,,,,,,,,
26,6,26,6,1,1,1,Predation,,,,,,,,
27,2,27,2,1,1,1,Predation,,,,,,,,
27,6,27,6,1,1,1,Predation,,,,,,,,
28,2,28,2,1,1,1,Predation,,,,,,,,
28,6,28,6,1,1,1,Predation,,,,,,,,
29,2,29,2,1,1,1,Predation,,,,,,,,
29,6,29,6,1,1,1,Predation,,,,,,,,
30,1,30,1,1,1,1,Predation,,,,,,,,
30,2,30,2,1,1,1,Predation,,,,,,,,
31,1,31,1,1,1,1,Predation,,,,,,,,
31,2,31,2,1,1,1,Predation,,,,,,,,
32,2,32,2,1,1,1,Predation,,,,,,,,
32,3,32,3,1,1,1,Predation,,,,,,,,
32,5,32,5,1,1,1,Predation,,,,,,,,
32,6,32,6,1,1,1,Predation,,,,,,,,
33,5,33,5,1,1,1,Predation,,,,,,,,
33,12,33,12,1,1,1,Predation,,,,,,,,
33,13,33,13,1,1,1,Predation,,,,,,,,
33,16,33,16,1,1,1,Predation,,,,,,,,
33,20,33,20,1,1,1,Predation,,,,,,,,
33,21,33,21,1,1,1,Predation,,,,,,,,
33,73,33,73,1,1,1,Predation,,,,,,,,
33,76,33,76,1,1,1,Predation,,,,,,,,
33,82,33,82,1,1,1,Predation,,,,,,,,
33,83,33,83,1,1,1,Predation,,,,,,,,
33,86,33,86,1,1,1,Predation,,,,,,,,
34,5,34,5,1,1,1,Predation,,,,,,,,
34,12,34,12,1,1,1,Predation,,,,,,,,
34,13,34,13,1,1,1,Predation,,,,,,,,
34,16,34,16,1,1,1,Predation,,,,,,,,
34,20,34,20,1,1,1,Predation,,,,,,,,
34,21,34,21,1,1,1,Predation,,,,,,,,
34,73,34,73,1,1,1,Predation,,,,,,,,
34,76,34,76,1,1,1,Predation,,,,,,,,
34,82,34,82,1,1,1,Predation,,,,,,,,
34,83,34,83,1,1,1,Predation,,,,,,,,
34,86,34,86,1,1,1,Predation,,,,,,,,
35,5,35,5,1,1,1,Predation,,,,,,,,
35,12,35,12,1,1,1,Predation,,,,,,,,
35,13,35,13,1,1,1,Predation,,,,,,,,
35,16,35,16,1,1,1,Predation,,,,,,,,
35,20,35,20,1,1,1,Predation,,,,,,,,
35,21,35,21,1,1,1,Predation,,,,,,,,
35,73,35,73,1,1,1,Predation,,,,,,,,
35,76,35,76,1,1,1,Predation,,,,,,,,
35,82,35,82,1,1,1,Predation,,,,,,,,
35,83,35,83,1,1,1,Predation,,,,,,,,
35,86,35,86,1,1,1,Predation,,,,,,,,
36,2,36,2,1,1,1,Predation,,,,,,,,
36,3,36,3,1,1,1,Predation,,,,,,,,
36,5,36,5,1,1,1,Predation,,,,,,,,
36,6,36,6,1,1,1,Predation,,,,,,,,
37,2,37,2,1,1,1,Predation,,,,,,,,
37,3,37,3,1,1,1,Predation,,,,,,,,
37,6,37,6,1,1,1,Predation,,,,,,,,
38,2,38,2,1,1,1,Predation,,,,,,,,
38,3,38,3,1,1,1,Predation,,,,,,,,
38,5,38,5,1,1,1,Predation,,,,,,,,
38,6,38,6,1,1,1,Predation,,,,,,,,
38,12,38,12,1,1,1,Predation,,,,,,,,
38,13,38,13,1,1,1,Predation,,,,,,,,
38,16,38,16,1,1,1,Predation,,,,,,,,
38,19,38,19,1,1,1,Predation,,,,,,,,
38,20,38,20,1,1,1,Predation,,,,,,,,
38,21,38,21,1,1,1,Predation,,,,,,,,
38,28,38,28,1,1,1,Predation,,,,,,,,
38,61,38,61,1,1,1,Predation,,,,,,,,
38,69,38,69,1,1,1,Predation,,,,,,,,
38,70,38,70,1,1,1,Predation,,,,,,,,
38,71,38,71,1,1,1,Predation,,,,,,,,
38,73,38,73,1,1,1,Predation,,,,,,,,
38,77,38,77,1,1,1,Predation,,,,,,,,
39,2,39,2,1,1,1,Predation,,,,,,,,
39,6,39,6,1,1,1,Predation,,,,,,,,
40,22,40,22,1,1,1,Predation,,,,,,,,
40,33,40,33,1,1,1,Predation,,,,,,,,
40,34,40,34,1,1,1,Predation,,,,,,,,
40,35,40,35,1,1,1,Predation,,,,,,,,
40,36,40,36,1,1,1,Predation,,,,,,,,
40,37,40,37,1,1,1,Predation,,,,,,,,
40,38,40,38,1,1,1,Predation,,,,,,,,
40,83,40,83,1,1,1,Predation,,,,,,,,
40,84,40,84,1,1,1,Predation,,,,,,,,
40,85,40,85,1,1,1,Predation,,,,,,,,
40,86,40,86,1,1,1,Predation,,,,,,,,
40,87,40,87,1,1,1,Predation,,,,,,,,
40,88,40,88,1,1,1,Predation,,,,,,,,
40,89,40,89,1,1,1,Predation,,,,,,,,
40,90,40,90,1,1,1,Predation,,,,,,,,
40,100,40,100,1,1,1,Predation,,,,,,,,
41,2,41,2,1,1,1,Predation,,,,,,,,
41,3,41,3,1,1,1,Predation,,,,,,,,
41,5,41,5,1,1,1,Predation,,,,,,,,
41,6,41,6,1,1,1,Predation,,,,,,,,
41,33,41,33,1,1,1,Predation,,,,,,,,
41,34,41,34,1,1,1,Predation,,,,,,,,
41,35,41,35,1,1,1,Predation,,,,,,,,
41,36,41,36,1,1,1,Predation,,,,,,,,
41,37,41,37,1,1,1,Predation,,,,,,,,
41,38,41,38,1,1,1,Predation,,,,,,,,
41,41,41,41,1,1,1,Predation,,,,,,,,
41,42,41,42,1,1,1,Predation,,,,,,,,
41,43,41,43,1,1,1,Predation,,,,,,,,
41,45,41,45,1,1,1,Predation,,,,,,,,
41,48,41,48,1,1,1,Predation,,,,,,,,
41,52,41,52,1,1,1,Predation,,,,,,,,
41,83,41,83,1,1,1,Predation,,,,,,,,
41,84,41,84,1,1,1,Predation,,,,,,,,
41,85,41,85,1,1,1,Predation,,,,,,,,
41,86,41,86,1,1,1,Predation,,,,,,,,
41,87,41,87,1,1,1,Predation,,,,,,,,
41,88,41,88,1,1,1,Predation,,,,,,,,
41,89,41,89,1,1,1,Predation,,,,,,,,
41,90,41,90,1,1,1,Predation,,,,,,,,
41,91,41,91,1,1,1,Predation,,,,,,,,
41,92,41,92,1,1,1,Predation,,,,,,,,
41,93,41,93,1,1,1,Predation,,,,,,,,
41,94,41,94,1,1,1,Predation,,,,,,,,
41,95,41,95,1,1,1,Predation,,,,,,,,
41,96,41,96,1,1,1,Predation,,,,,,,,
42,3,42,3,1,1,1,Predation,,,,,,,,
42,15,42,15,1,1,1,Predation,,,,,,,,
42,16,42,16,1,1,1,Predation,,,,,,,,
42,17,42,17,1,1,1,Predation,,,,,,,,
42,18,42,18,1,1,1,Predation,,,,,,,,
42,22,42,22,1,1,1,Predation,,,,,,,,
42,24,42,24,1,1,1,Predation,,,,,,,,
42,25,42,25,1,1,1,Predation,,,,,,,,
42,26,42,26,1,1,1,Predation,,,,,,,,
42,28,42,28,1,1,1,Predation,,,,,,,,
42,29,42,29,1,1,1,Predation,,,,,,,,
42,41,42,41,1,1,1,Predation,,,,,,,,
42,42,42,42,1,1,1,Predation,,,,,,,,
42,43,42,43,1,1,1,Predation,,,,,,,,
42,44,42,44,1,1,1,Predation,,,,,,,,
42,45,42,45,1,1,1,Predation,,,,,,,,
42,46,42,46,1,1,1,Predation,,,,,,,,
42,48,42,48,1,1,1,Predation,,,,,,,,
42,49,42,49,1,1,1,Predation,,,,,,,,
42,50,42,50,1,1,1,Predation,,,,,,,,
42,51,42,51,1,1,1,Predation,,,,,,,,
42,52,42,52,1,1,1,Predation,,,,,,,,
42,53,42,53,1,1,1,Predation,,,,,,,,
42,54,42,54,1,1,1,Predation,,,,,,,,
42,62,42,62,1,1,1,Predation,,,,,,,,
42,63,42,63,1,1,1,Predation,,,,,,,,
42,64,42,64,1,1,1,Predation,,,,,,,,
42,65,42,65,1,1,1,Predation,,,,,,,,
42,66,42,66,1,1,1,Predation,,,,,,,,
42,67,42,67,1,1,1,Predation,,,,,,,,
42,68,42,68,1,1,1,Predation,,,,,,,,
42,74,42,74,1,1,1,Predation,,,,,,,,
42,75,42,75,1,1,1,Predation,,,,,,,,
42,77,42,77,1,1,1,Predation,,,,,,,,
42,78,42,78,1,1,1,Predation,,,,,,,,
42,79,42,79,1,1,1,Predation,,,,,,,,
42,80,42,80,1,1,1,Predation,,,,,,,,
42,81,42,81,1,1,1,Predation,,,,,,,,
42,91,42,91,1,1,1,Predation,,,,,,,,
42,92,42,92,1,1,1,Predation,,,,,,,,
42,93,42,93,1,1,1,Predation,,,,,,,,
42,94,42,94,1,1,1,Predation,,,,,,,,
42,95,42,95,1,1,1,Predation,,,,,,,,
42,96,42,96,1,1,1,Predation,,,,,,,,
43,3,43,3,1,1,1,Predation,,,,,,,,
43,15,43,15,1,1,1,Predation,,,,,,,,
43,16,43,16,1,1,1,Predation,,,,,,,,
43,17,43,17,1,1,1,Predation,,,,,,,,
43,18,43,18,1,1,1,Predation,,,,,,,,
43,22,43,22,1,1,1,Predation,,,,,,,,
43,24,43,24,1,1,1,Predation,,,,,,,,
43,25,43,25,1,1,1,Predation,,,,,,,,
43,26,43,26,1,1,1,Predation,,,,,,,,
43,28,43,28,1,1,1,Predation,,,,,,,,
43,29,43,29,1,1,1,Predation,,,,,,,,
43,41,43,41,1,1,1,Predation,,,,,,,,
43,42,43,42,1,1,1,Predation,,,,,,,,
43,43,43,43,1,1,1,Predation,,,,,,,,
43,44,43,44,1,1,1,Predation,,,,,,,,
43,45,43,45,1,1,1,Predation,,,,,,,,
43,46,43,46,1,1,1,Predation,,,,,,,,
43,48,43,48,1,1,1,Predation,,,,,,,,
43,49,43,49,1,1,1,Predation,,,,,,,,
43,50,43,50,1,1,1,Predation,,,,,,,,
43,51,43,51,1,1,1,Predation,,,,,,,,
43,52,43,52,1,1,1,Predation,,,,,,,,
43,53,43,53,1,1,1,Predation,,,,,,,,
43,54,43,54,1,1,1,Predation,,,,,,,,
43,62,43,62,1,1,1,Predation,,,,,,,,
43,63,43,63,1,1,1,Predation,,,,,,,,
43,64,43,64,1,1,1,Predation,,,,,,,,
43,65,43,65,1,1,1,Predation,,,,,,,,
43,66,43,66,1,1,1,Predation,,,,,,,,
43,67,43,67,1,1,1,Predation,,,,,,,,
43,68,43,68,1,1,1,Predation,,,,,,,,
43,74,43,74,1,1,1,Predation,,,,,,,,
43,75,43,75,1,1,1,Predation,,,,,,,,
43,77,43,77,1,1,1,Predation,,,,,,,,
43,78,43,78,1,1,1,Predation,,,,,,,,
43,79,43,79,1,1,1,Predation,,,,,,,,
43,80,43,80,1,1,1,Predation,,,,,,,,
43,81,43,81,1,1,1,Predation,,,,,,,,
43,91,43,91,1,1,1,Predation,,,,,,,,
43,92,43,92,1,1,1,Predation,,,,,,,,
43,93,43,93,1,1,1,Predation,,,,,,,,
43,94,43,94,1,1,1,Predation,,,,,,,,
43,95,43,95,1,1,1,Predation,,,,,,,,
43,96,43,96,1,1,1,Predation,,,,,,,,
44,2,44,2,1,1,1,Predation,,,,,,,,
44,3,44,3,1,1,1,Predation,,,,,,,,
45,2,45,2,1,1,1,Predation,,,,,,,,
45,3,45,3,1,1,1,Predation,,,,,,,,
45,6,45,6,1,1,1,Predation,,,,,,,,
46,2,46,2,1,1,1,Predation,,,,,,,,
46,3,46,3,1,1,1,Predation,,,,,,,,
46,6,46,6,1,1,1,Predation,,,,,,,,
47,51,47,51,1,1,1,Predation,,,,,,,,
47,52,47,52,1,1,1,Predation,,,,,,,,
48,41,48,41,1,1,1,Predation,,,,,,,,
48,42,48,42,1,1,1,Predation,,,,,,,,
48,43,48,43,1,1,1,Predation,,,,,,,,
48,45,48,45,1,1,1,Predation,,,,,,,,
48,52,48,52,1,1,1,Predation,,,,,,,,
49,2,49,2,1,1,1,Predation,,,,,,,,
49,6,49,6,1,1,1,Predation,,,,,,,,
50,2,50,2,1,1,1,Predation,,,,,,,,
50,6,50,6,1,1,1,Predation,,,,,,,,
51,1,51,1,1,1,1,Predation,,,,,,,,
51,2,51,2,1,1,1,Predation,,,,,,,,
51,6,51,6,1,1,1,Predation,,,,,,,,
52,1,52,1,1,1,1,Predation,,,,,,,,
52,2,52,2,1,1,1,Predation,,,,,,,,
53,2,53,2,1,1,1,Predation,,,,,,,,
53,6,53,6,1,1,1,Predation,,,,,,,,
54,2,54,2,1,1,1,Predation,,,,,,,,
54,6,54,6,1,1,1,Predation,,,,,,,,
55,1,55,1,1,1,1,Predation,,,,,,,,
55,2,55,2,1,1,1,Predation,,,,,,,,
56,1,56,1,1,1,1,Predation,,,,,,,,
56,2,56,2,1,1,1,Predation,,,,,,,,
56,4,56,4,1,1,1,Predation,,,,,,,,
56,5,56,5,1,1,1,Predation,,,,,,,,
56,6,56,6,1,1,1,Predation,,,,,,,,
57,12,57,12,1,1,1,Predation,,,,,,,,
57,13,57,13,1,1,1,Predation,,,,,,,,
57,14,57,14,1,1,1,Predation,,,,,,,,
57,15,57,15,1,1,1,Predation,,,,,,,,
57,22,57,22,1,1,1,Predation,,,,,,,,
57,61,57,61,1,1,1,Predation,,,,,,,,
57,62,57,62,1,1,1,Predation,,,,,,,,
57,63,57,63,1,1,1,Predation,,,,,,,,
57,66,57,66,1,1,1,Predation,,,,,,,,
57,67,57,67,1,1,1,Predation,,,,,,,,
57,72,57,72,1,1,1,Predation,,,,,,,,
57,74,57,74,1,1,1,Predation,,,,,,,,
57,75,57,75,1,1,1,Predation,,,,,,,,
58,12,58,12,1,1,1,Predation,,,,,,,,
58,13,58,13,1,1,1,Predation,,,,,,,,
58,14,58,14,1,1,1,Predation,,,,,,,,
58,15,58,15,1,1,1,Predation,,,,,,,,
58,22,58,22,1,1,1,Predation,,,,,,,,
58,61,58,61,1,1,1,Predation,,,,,,,,
58,62,58,62,1,1,1,Predation,,,,,,,,
58,63,58,63,1,1,1,Predation,,,,,,,,
58,66,58,66,1,1,1,Predation,,,,,,,,
58,67,58,67,1,1,1,Predation,,,,,,,,
58,72,58,72,1,1,1,Predation,,,,,,,,
58,74,58,74,1,1,1,Predation,,,,,,,,
58,75,58,75,1,1,1,Predation,,,,,,,,
59,12,59,12,1,1,1,Predation,,,,,,,,
59,13,59,13,1,1,1,Predation,,,,,,,,
59,14,59,14,1,1,1,Predation,,,,,,,,
59,15,59,15,1,1,1,Predation,,,,,,,,
59,22,59,22,1,1,1,Predation,,,,,,,,
59,61,59,61,1,1,1,Predation,,,,,,,,
59,62,59,62,1,1,1,Predation,,,,,,,,
59,63,59,63,1,1,1,Predation,,,,,,,,
59,66,59,66,1,1,1,Predation,,,,,,,,
59,67,59,67,1,1,1,Predation,,,,,,,,
59,72,59,72,1,1,1,Predation,,,,,,,,
59,74,59,74,1,1,1,Predation,,,,,,,,
59,75,59,75,1,1,1,Predation,,,,,,,,
60,5,60,5,1,1,1,Predation,,,,,,,,
60,30,60,30,1,1,1,Predation,,,,,,,,
60,31,60,31,1,1,1,Predation,,,,,,,,
60,32,60,32,1,1,1,Predation,,,,,,,,
60,33,60,33,1,1,1,Predation,,,,,,,,
60,34,60,34,1,1,1,Predation,,,,,,,,
60,35,60,35,1,1,1,Predation,,,,,,,,
60,36,60,36,1,1,1,Predation,,,,,,,,
60,37,60,37,1,1,1,Predation,,,,,,,,
60,82,60,82,1,1,1,Predation,,,,,,,,
60,83,60,83,1,1,1,Predation,,,,,,,,
60,84,60,84,1,1,1,Predation,,,,,,,,
60,85,60,85,1,1,1,Predation,,,,,,,,
60,86,60,86,1,1,1,Predation,,,,,,,,
60,87,60,87,1,1,1,Predation,,,,,,,,
60,88,60,88,1,1,1,Predation,,,,,,,,
61,2,61,2,1,1,1,Predation,,,,,,,,
61,6,61,6,1,1,1,Predation,,,,,,,,
62,2,62,2,1,1,1,Predation,,,,,,,,
62,5,62,5,1,1,1,Predation,,,,,,,,
62,6,62,6,1,1,1,Predation,,,,,,,,
63,2,63,2,1,1,1,Predation,,,,,,,,
63,5,63,5,1,1,1,Predation,,,,,,,,
63,6,63,6,1,1,1,Predation,,,,,,,,
64,2,64,2,1,1,1,Predation,,,,,,,,
64,5,64,5,1,1,1,Predation,,,,,,,,
64,6,64,6,1,1,1,Predation,,,,,,,,
65,2,65,2,1,1,1,Predation,,,,,,,,
65,5,65,5,1,1,1,Predation,,,,,,,,
65,6,65,6,1,1,1,Predation,,,,,,,,
66,2,66,2,1,1,1,Predation,,,,,,,,
66,5,66,5,1,1,1,Predation,,,,,,,,
66,6,66,6,1,1,1,Predation,,,,,,,,
67,1,67,1,1,1,1,Predation,,,,,,,,
67,2,67,2,1,1,1,Predation,,,,,,,,
67,5,67,5,1,1,1,Predation,,,,,,,,
67,6,67,6,1,1,1,Predation,,,,,,,,
67,19,67,19,1,1,1,Predation,,,,,,,,
67,20,67,20,1,1,1,Predation,,,,,,,,
67,21,67,21,1,1,1,Predation,,,,,,,,
67,23,67,23,1,1,1,Predation,,,,,,,,
67,30,67,30,1,1,1,Predation,,,,,,,,
67,31,67,31,1,1,1,Predation,,,,,,,,
67,33,67,33,1,1,1,Predation,,,,,,,,
67,34,67,34,1,1,1,Predation,,,,,,,,
67,35,67,35,1,1,1,Predation,,,,,,,,
67,36,67,36,1,1,1,Predation,,,,,,,,
67,37,67,37,1,1,1,Predation,,,,,,,,
67,49,67,49,1,1,1,Predation,,,,,,,,
67,50,67,50,1,1,1,Predation,,,,,,,,
67,53,67,53,1,1,1,Predation,,,,,,,,
67,54,67,54,1,1,1,Predation,,,,,,,,
67,71,67,71,1,1,1,Predation,,,,,,,,
67,73,67,73,1,1,1,Predation,,,,,,,,
67,82,67,82,1,1,1,Predation,,,,,,,,
67,83,67,83,1,1,1,Predation,,,,,,,,
67,84,67,84,1,1,1,Predation,,,,,,,,
67,85,67,85,1,1,1,Predation,,,,,,,,
67,86,67,86,1,1,1,Predation,,,,,,,,
67,87,67,87,1,1,1,Predation,,,,,,,,
67,88,67,88,1,1,1,Predation,,,,,,,,
68,2,68,2,1,1,1,Predation,,,,,,,,
68,5,68,5,1,1,1,Predation,,,,,,,,
68,6,68,6,1,1,1,Predation,,,,,,,,
69,1,69,1,1,1,1,Predation,,,,,,,,
69,2,69,2,1,1,1,Predation,,,,,,,,
69,5,69,5,1,1,1,Predation,,,,,,,,
69,6,69,6,1,1,1,Predation,,,,,,,,
69,19,69,19,1,1,1,Predation,,,,,,,,
69,20,69,20,1,1,1,Predation,,,,,,,,
69,21,69,21,1,1,1,Predation,,,,,,,,
69,23,69,23,1,1,1,Predation,,,,,,,,
